ID,Name,Pos,Team,Price,22_fix,22_xmins,22_pts,22_g,22_a,22_cs,22_bon,22_dmins,22_likelihood,23_fix,23_xmins,23_pts,23_g,23_a,23_cs,23_bon,23_dmins,23_likelihood,24_fix,24_xmins,24_pts,24_g,24_a,24_cs,24_bon,24_dmins,24_likelihood,25_fix,25_xmins,25_pts,25_g,25_a,25_cs,25_bon,25_dmins,25_likelihood,26_fix,26_xmins,26_pts,26_g,26_a,26_cs,26_bon,26_dmins,26_likelihood
636,Parkes,2,FUL,40,(A): CHE,0,0,0,0,0,0,0,1,(H): NFO,0,0,0,0,0,0,0,1,(A): BHA,0.18,0.004,0,0,0,0,0.18,1,(H): WOL,0.14,0.005,0,0,0,0,0.14,1,(A): BRE,0,0,0,0,0,0,0,1
637,John,2,EVE,40,(H): ARS,1.18,0.027,0,0,0,0.001,1.18,1,(A): LIV,2.84,0.06,0.001,0,0.001,0.002,2.84,1,(H): LEE,2.7,0.082,0.001,0.001,0.002,0.007,2.7,1,(H): AVL(A): ARS,2.38,0.081,0.001,0.001,0.002,0.007,2.5 1.57,1 0.15,(A): NFO,1.49,0.044,0.001,0,0.001,0.003,1.49,1
638,Bogarde,2,AVL,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
639,Braybrooke,3,LEI,45,(A): AVL,0,0,0,0,0,0,0,1,(H): TOT,0,0,0,0,0,0,0,1,(A): MUN,0,0,0,0,0,0,0,1,(H): ARS,0,0,0,0,0,0,0,1,(A): SOU,0,0,0,0,0,0,0,1
640,Turns,2,BHA,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
641,Godo,3,FUL,45,(A): CHE,0,0,0,0,0,0,0,1,(H): NFO,0,0,0,0,0,0,0,1,(A): BHA,0.05,0.002,0,0,0,0,0.05,1,(H): WOL,0.03,0.001,0,0,0,0,0.03,1,(A): BRE,0.36,0.017,0,0,0,0,0.36,1
642,Balmer,2,CRY,40,(A): MUN,0.09,0.002,0,0,0,0,0.09,1,(H): BHA(A): BHA,0.2,0.006,0,0,0,0,0.2 0.01,1 0.02,(A): BRE(A): BHA,0.5,0.014,0,0,0,0.001,0.51 0.11,1 0.02,(H): LIV,0.1,0.003,0,0,0,0,0.1,1,(A): AVL(A): BHA,0.07,0.002,0,0,0,0,0.08 0.03,1 0.2
643,Mainoo,3,MUN,45,(H): CRY(H): LEE,2.32,0.23199999999999998,0.007,0.005,0.004,0.011,3.03 1.61,1 1,(A): LEE,2.27,0.11,0.003,0.002,0.001,0.005,2.27,1,(H): LEI,0.68,0.036,0.001,0.001,0.001,0.002,0.68,1,,0,0,0,0,0,0,,,(A): LIV,0.3,0.014,0,0,0,0,0.3,1
644,Goodman,1,CRY,40,(A): MUN,0.02,0.001,0,0,0,0,0.02,1,(H): BHA(A): BHA,0,0,0,0,0,0,0 0,1 0.02,(A): BRE(A): BHA,0,0,0,0,0,0,0 0.1,1 0.02,(H): LIV,0,0,0,0,0,0,0,1,(A): AVL(A): BHA,0.26,0.012,0,0,0.001,0.001,0.31 0,1 0.2
645,Wormleighton,2,LEI,40,(A): AVL,2.74,0.071,0.001,0.001,0.001,0.004,2.74,1,(H): TOT,1.5,0.039,0.001,0,0.001,0.002,1.5,1,(A): MUN,0.78,0.017,0,0,0,0,0.78,1,(H): ARS,0.27,0.007,0,0,0,0,0.27,1,(A): SOU,0.56,0.017,0,0,0,0.001,0.56,1
646,Crama,2,BRE,40,(H): SOU,0.37,0.013,0,0,0,0.001,0.37,1,(A): ARS,1.03,0.023,0,0,0,0.001,1.03,1,(H): CRY,0.79,0.028,0,0,0.001,0.003,0.79,1,,0,0,0,0,0,0,,,(H): FUL,0.5,0.017,0,0,0,0.001,0.5,1
647,Payne,3,SOU,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
648,Finnigan,3,SOU,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
649,Plain,1,BOU,40,(A): BHA,0,0,0,0,0,0,0,1,(H): NEW(H): BHA,0,0,0,0,0,0,0 0,1 0.02,(A): WOL(H): BHA,0,0,0,0,0,0,0 0,1 0.02,(H): MCI,0,0,0,0,0,0,0,1,(A): ARS(H): BHA,0,0,0,0,0,0,0 0,1 0.1
650,Yarmolyuk,3,BRE,45,(H): SOU,0.05,0.003,0,0,0,0,0.05,1,(A): ARS,0.04,0.002,0,0,0,0,0.04,1,(H): CRY,0.06,0.003,0,0,0,0,0.06,1,,0,0,0,0,0,0,,,(H): FUL,0.38,0.019,0,0,0,0.001,0.38,1
651,Moran,3,BHA,45,(H): BOU,7.33,0.4,0.013,0.015,0.01,0.023,7.33,1,(A): CRY(A): BOU(H): CRY,4.56,0.228,0.005,0.006,0.004,0.009,4.6 3.5 3.79,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,3.98,0.2,0.005,0.004,0.003,0.009,3.97 3.85 4.63,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): BOU(H): CRY(A): NEW,6.36,0.44700000000000006,0.011999999999999999,0.015,0.009000000000000001,0.023999999999999997,6.69 5.59 5.58 5.33,1 0.1 0.2 0.1
652,Furlong,2,BHA,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
653,Hutchinson,3,CHE,43,(H): FUL,0.24,0.012,0,0,0,0,0.24,1,(A): WHU,0.01,0,0,0,0,0,0.01,1,(H): SOU,0.06,0.003,0,0,0,0,0.06,1,(H): LIV(A): TOT,0.11,0.006,0,0,0,0,0.01 0.12,0.05 1,(H): LEE,0.03,0.002,0,0,0,0,0.03,1
654,Wells-Morrison,3,CRY,45,(A): MUN,1.49,0.063,0.001,0.001,0,0.002,1.49,1,(H): BHA(A): BHA,1.1,0.051000000000000004,0.001,0.001,0.001,0.001,1.09 1.68,1 0.02,(A): BRE(A): BHA,1.85,0.083,0.001,0.001,0.001,0.002,1.84 2.25,1 0.02,(H): LIV,1.93,0.084,0.001,0.001,0.001,0.002,1.93,1,(A): AVL(A): BHA,1.61,0.084,0.001,0.001,0.001,0.002,1.58 1.75,1 0.2
655,Hein,1,ARS,40,(A): EVE,0,0,0,0,0,0,0,1,(H): BRE(H): MCI,0.08,0.006,0,0,0,0.001,0 0.15,1 1,(A): AVL,0.18,0.008,0,0,0.001,0.001,0.18,1,(H): EVE(A): LEI,0.21,0.011,0,0,0.001,0.001,0.38 0.18,0.15 1,(H): BOU,0.36,0.019,0,0,0.002,0.001,0.36,1
656,Bishop,1,MUN,40,(H): CRY(H): LEE,0.13,0.012,0,0,0.001,0.001,0.19 0.07,1 1,(A): LEE,0,0,0,0,0,0,0,1,(H): LEI,0.36,0.017,0,0,0.002,0.001,0.36,1,,0,0,0,0,0,0,,,(A): LIV,0.51,0.019,0,0,0.001,0.001,0.51,1
657,Fraser,4,WOL,45,(H): LIV,0,0,0,0,0,0,0,1,(A): SOU,0.01,0.001,0,0,0,0,0.01,1,(H): BOU,0.09,0.008,0,0,0,0.001,0.09,1,(A): FUL(A): LIV,0.07,0.007,0,0,0,0,0.03 0.17,1 0.4,(H): TOT(A): LIV,0.13,0.01,0,0,0,0.001,0.13 0.03,1 0.05
658,Griffiths,3,WOL,44,(H): LIV,0.12,0.006,0,0,0,0,0.12,1,(A): SOU,0.15,0.007,0,0,0,0,0.15,1,(H): BOU,0.31,0.016,0,0,0,0.001,0.31,1,(A): FUL(A): LIV,0.52,0.033,0,0,0,0.001,0.59 0.35,1 0.4,(H): TOT(A): LIV,0.33,0.016,0,0,0,0,0.32 0.45,1 0.05
659,Mateo Joseph,4,LEE,45,(A): NFO(A): MUN,0,0.001,0,0,0,0,0.01 0,1 1,(H): MUN,0.16,0.012,0,0,0,0.001,0.16,1,(A): EVE,0.16,0.012,0,0,0,0.001,0.16,1,(H): SOU,0.09,0.007,0,0,0,0.001,0.09,1,(A): CHE,0.21,0.014,0,0,0,0.001,0.21,1
660,Shoretire,4,MUN,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
661,Hall,3,CHE,44,(H): FUL,64.34,2.401,0.039,0.064,0.335,0.112,64.34,1,(A): WHU,39.83,1.522,0.016,0.035,0.137,0.06,39.83,1,(H): SOU,25.09,1.128,0.014,0.028,0.085,0.051,25.09,1,(H): LIV(A): TOT,17.65,0.797,0.006,0.013999999999999999,0.025,0.023,18.66 17.6,0.05 1,(H): LEE,14.41,0.668,0.008,0.017,0.018,0.025,14.41,1
662,Cannon,4,EVE,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
663,Perkins,4,LEE,45,(A): NFO(A): MUN,0,0,0,0,0,0,0 0,1 1,(H): MUN,0,0,0,0,0,0,0,1,(A): EVE,0.04,0.003,0,0,0,0,0.04,1,(H): SOU,0.02,0.002,0,0,0,0,0.02,1,(A): CHE,0.14,0.01,0,0,0,0,0.14,1
664,Lembikisa,2,WOL,40,(H): LIV,0.6,0.016,0,0,0,0.001,0.6,1,(A): SOU,0.75,0.024,0,0,0,0.002,0.75,1,(H): BOU,1.66,0.061,0.001,0,0.001,0.007,1.66,1,(A): FUL(A): LIV,3.22,0.11699999999999999,0.002,0.001,0.002,0.006,3.31 3.01,1 0.4,(H): TOT(A): LIV,2.95,0.08600000000000001,0.001,0.001,0.001,0.005,2.97 2.54,1 0.05
665,Doak,3,LIV,45,(A): WOL,0.09,0.005,0,0,0,0,0.09,1,(H): EVE,0.25,0.013,0,0,0,0.001,0.25,1,(A): NEW,0.45,0.021,0,0,0,0.001,0.45,1,(A): CHE(H): WOL(A): CRY,0.58,0.041,0.001,0.001,0.001,0.001,0.53 0.4 0.66,0.05 0.4 1,(H): MUN(H): WOL,0.2,0.009999999999999998,0,0,0,0,0.19 0.49,1 0.05
666,Dale Taylor,4,NFO,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
667,Sekularac,3,FUL,45,(A): CHE,0,0,0,0,0,0,0,1,(H): NFO,0,0,0,0,0,0,0,1,(A): BHA,0.01,0,0,0,0,0,0.01,1,(H): WOL,0.07,0.003,0,0,0,0,0.07,1,(A): BRE,0.3,0.014,0,0,0,0,0.3,1
668,Cozier-Duberry,3,ARS,45,(A): EVE,0.06,0.003,0,0,0,0,0.06,1,(H): BRE(H): MCI,0.18,0.019,0,0,0,0,0.16 0.21,1 1,(A): AVL,0.31,0.016,0,0,0,0.001,0.31,1,(H): EVE(A): LEI,0.16,0.009999999999999998,0,0,0,0,0.08 0.17,0.15 1,(H): BOU,0.25,0.014,0,0,0,0.001,0.25,1
669,Mubama,4,WHU,45,(A): NEW,1.88,0.117,0.003,0.002,0,0.005,1.88,1,(H): CHE(H): NEW,1.3,0.091,0.003,0.002,0,0.005,1.31 0.88,1 0.03,(A): TOT(H): NEW,0.92,0.064,0.002,0.001,0,0.003,0.93 0.56,1 0.03,(H): NFO,1.04,0.079,0.003,0.002,0,0.006,1.04,1,(A): BHA,0.18,0.012,0,0,0,0.001,0.18,1
670,Marschall,1,AVL,40,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
671,Morgan,4,SOU,45,(A): BRE,0,0,0,0,0,0,0,1,(H): WOL,0,0,0,0,0,0,0,1,(A): CHE,0,0,0,0,0,0,0,1,(A): LEE,0,0,0,0,0,0,0,1,(H): LEI,0,0,0,0,0,0,0,1
672,Kadan Young,3,AVL,45,(H): LEI,1.17,0.056,0.001,0.001,0.001,0.002,1.17,1,(A): MCI,0.72,0.031,0,0,0,0.001,0.72,1,(H): ARS,1.5,0.065,0.001,0.001,0.001,0.002,1.5,1,(A): EVE,2.04,0.09,0.001,0.001,0.001,0.003,2.04,1,(H): CRY,2.24,0.103,0.002,0.002,0.002,0.004,2.24,1
673,Humphreys,2,CHE,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
674,Bennett,2,MUN,40,(H): CRY(H): LEE,0,0,0,0,0,0,0 0,1 1,(A): LEE,0.01,0,0,0,0,0,0.01,1,(H): LEI,0.31,0.012,0,0,0,0.001,0.31,1,,0,0,0,0,0,0,,,(A): LIV,0.15,0.004,0,0,0,0,0.15,1
675,Smith,1,NFO,40,(H): LEE,0,0,0,0,0,0,0,1,(A): FUL,0,0,0,0,0,0,0,1,(H): MCI,0,0,0,0,0,0,0,1,(A): WHU,0,0,0,0,0,0,0,1,(H): EVE,0,0,0,0,0,0,0,1
676,Ozoh,3,CRY,45,(A): MUN,1.16,0.05,0.001,0,0,0.001,1.16,1,(H): BHA(A): BHA,1.37,0.063,0.001,0.001,0.001,0.002,1.37 1.46,1 0.02,(A): BRE(A): BHA,2.16,0.096,0.002,0.001,0.001,0.003,2.17 1.82,1 0.02,(H): LIV,1.5,0.066,0.001,0.001,0.001,0.002,1.5,1,(A): AVL(A): BHA,0.98,0.053000000000000005,0.001,0,0.001,0.001,0.93 1.25,1 0.2
677,Hinshelwood,3,BHA,45,(H): BOU,1.36,0.072,0.002,0.002,0.001,0.003,1.36,1,(A): CRY(A): BOU(H): CRY,0.13,0.006,0,0,0,0,0.13 0.23 0.24,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,0.02,0.001,0,0,0,0,0.01 0.31 0.36,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,0.24,0.017,0,0,0,0.001,0.23 0.06 0.26 0.36,1 0.1 0.1 0.2
678,Price,3,EVE,45,(H): ARS,0.26,0.012,0,0,0,0,0.26,1,(A): LIV,0.32,0.014,0,0,0,0,0.32,1,(H): LEE,0.22,0.011,0,0,0,0,0.22,1,(H): AVL(A): ARS,0.61,0.032,0,0,0,0.001,0.6 0.67,1 0.15,(A): NFO,0.46,0.021,0,0,0,0.001,0.46,1
679,Buonanotte,3,BHA,45,(H): BOU,7.48,0.471,0.015,0.02,0.004,0.028,7.48,1,(A): CRY(A): BOU(H): CRY,5.15,0.312,0.007,0.009,0.003,0.012,5.2 3.43 4.2,1 0.02 0.02,(H): FUL(A): BOU(H): CRY,4.51,0.307,0.008,0.011,0.003,0.015,4.52 4.45 4.23,1 0.02 0.02,,0,0,0,0,0,0,,,(H): WHU(A): NEW(A): BOU(H): CRY,5.05,0.434,0.011000000000000001,0.015000000000000001,0.004,0.023000000000000003,4.9 5.33 6.08 5.14,1 0.1 0.1 0.2
680,Gakpo,3,LIV,78,(A): WOL,75.82,3.822,0.205,0.159,0.291,0.325,75.82,1,(H): EVE,74.69,4.283,0.246,0.188,0.433,0.365,74.69,1,(A): NEW,73.96,3.105,0.144,0.112,0.19,0.205,73.96,1,(H): WOL(A): CHE(A): CRY,70.06,5.466,0.29800000000000004,0.22899999999999998,0.469,0.484,71.53 71.24 69.41,0.4 0.05 1,(H): MUN(H): WOL,62.5,3.363,0.17600000000000002,0.14100000000000001,0.22599999999999998,0.28500000000000003,62.45 63.4,1 0.05
681,Scarpa,3,NFO,50,(H): LEE,42.16,2.086,0.072,0.089,0.116,0.133,42.16,1,(A): FUL,27.19,1.327,0.037,0.047,0.044,0.063,27.19,1,(H): MCI,19.05,0.896,0.019,0.021,0.013,0.031,19.05,1,(A): WHU,18.93,0.948,0.023,0.027,0.024,0.041,18.93,1,(H): EVE,15.82,0.875,0.025,0.029,0.024,0.05,15.82,1
682,Cunha,4,WOL,55,(H): LIV,39.46,2.073,0.13,0.075,0,0.195,39.46,1,(A): SOU,42.1,2.211,0.136,0.079,0,0.247,42.1,1,(H): BOU,38.31,2.457,0.183,0.106,0,0.293,38.31,1,(A): FUL(A): LIV,40.98,2.883,0.17500000000000002,0.10200000000000001,0,0.275,41.14 40.57,1 0.4,(H): TOT(A): LIV,39.98,2.2079999999999997,0.14200000000000002,0.082,0,0.215,39.97 40.13,1 0.05
683,Kuol,3,NEW,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
684,D.D.Fofana,4,CHE,50,(H): FUL,8.35,0.588,0.035,0.022,0,0.057,8.35,1,(A): WHU,3.5,0.252,0.012,0.006,0,0.022,3.5,1,(H): SOU,4.23,0.331,0.02,0.01,0,0.03,4.23,1,(H): LIV(A): TOT,3.82,0.27,0.013000000000000001,0.006,0,0.019,3.35 3.84,0.05 1,(H): LEE,3.24,0.266,0.016,0.008,0,0.024,3.24,1
685,Butler-Oyedeji,4,ARS,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
686,Simms,4,EVE,45,(H): ARS,1.09,0.087,0.001,0.001,0,0.003,1.09,1,(A): LIV,0.77,0.062,0.001,0.001,0,0.002,0.77,1,(H): LEE,1.57,0.136,0.004,0.003,0,0.008,1.57,1,(H): AVL(A): ARS,1.45,0.137,0.003,0.002,0,0.006,1.4 1.82,1 0.15,(A): NFO,1.82,0.144,0.003,0.002,0,0.006,1.82,1
687,McAteer,3,LEI,45,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
688,Schade,3,BRE,50,(H): SOU,13.22,0.864,0.037,0.032,0.009,0.072,13.22,1,(A): ARS,21.64,1.063,0.031,0.027,0.018,0.04,21.64,1,(H): CRY,30.93,1.928,0.094,0.07,0.097,0.169,30.93,1,,0,0,0,0,0,0,,,(H): FUL,30.48,1.953,0.101,0.077,0.08,0.169,30.48,1
689,Badiashile,2,CHE,50,(H): FUL,56.9,2.629,0.042,0.023,0.253,0.238,56.9,1,(A): WHU,54.25,2.168,0.03,0.015,0.199,0.181,54.25,1,(H): SOU,41.41,2.185,0.032,0.015,0.22,0.216,41.41,1,(H): LIV(A): TOT,41.9,1.473,0.022000000000000002,0.011,0.11800000000000001,0.077,43.4 41.82,0.05 1,(H): LEE,43.1,2.047,0.034,0.017,0.193,0.179,43.1,1
690,João Félix,4,CHE,75,(H): FUL,0,0,0,0,0,0,0,1,(A): WHU,65.81,3.414,0.227,0.162,0,0.438,65.81,1,(H): SOU,62.54,3.857,0.302,0.21,0,0.494,62.54,1,(H): LIV(A): TOT,59.32,3.079,0.196,0.138,0,0.339,61.02 59.23,0.05 1,(H): LEE,60.7,3.858,0.308,0.216,0,0.497,60.7,1
691,Wöber,2,LEE,45,(A): NFO(A): MUN,82.1,4.203,0.060000000000000005,0.048,0.33199999999999996,0.20600000000000002,86.19 78,1 1,(H): MUN,78.52,1.861,0.028,0.023,0.133,0.077,78.52,1,(A): EVE,76.36,2.484,0.028,0.023,0.224,0.139,76.36,1,(H): SOU,73.76,2.954,0.037,0.031,0.283,0.237,73.76,1,(A): CHE,72.45,1.505,0.019,0.017,0.101,0.052,72.45,1
692,Orsic,3,SOU,55,(A): BRE,34.11,1.449,0.035,0.043,0.061,0.066,34.11,1,(H): WOL,42.12,1.875,0.055,0.066,0.136,0.093,42.12,1,(A): CHE,47.1,1.727,0.038,0.046,0.078,0.071,47.1,1,(A): LEE,50.42,2.058,0.062,0.074,0.116,0.106,50.42,1,(H): LEI,54.1,2.441,0.084,0.097,0.205,0.157,54.1,1
693,Alcaraz,3,SOU,50,(A): BRE,14.84,0.651,0.015,0.017,0.015,0.028,14.84,1,(H): WOL,12.47,0.574,0.014,0.017,0.018,0.025,12.47,1,(A): CHE,9.8,0.404,0.007,0.008,0.005,0.014,9.8,1,(A): LEE,10.11,0.457,0.011,0.013,0.008,0.019,10.11,1,(H): LEI,10.25,0.499,0.014,0.017,0.013,0.026,10.25,1
694,Álex Moreno,2,AVL,45,(H): LEI,72.88,3.44,0.071,0.097,0.276,0.342,72.88,1,(A): MCI,68.01,1.257,0.029,0.039,0.06,0.041,68.01,1,(H): ARS,66.37,2.008,0.038,0.052,0.137,0.111,66.37,1,(A): EVE,67.43,2.85,0.044,0.063,0.241,0.263,67.43,1,(H): CRY,65.06,3.285,0.056,0.079,0.288,0.38,65.06,1
695,Adu-Adjei,4,BOU,45,(A): BHA,0.46,0.03,0.001,0,0,0.001,0.46,1,(H): NEW(H): BHA,0.01,0.001,0,0,0,0,0.01 0,1 0.02,(A): WOL(H): BHA,0.02,0.001,0,0,0,0,0.02 0.03,1 0.02,(H): MCI,0.04,0.003,0,0,0,0,0.04,1,(A): ARS(H): BHA,0.02,0.001,0,0,0,0,0.02 0.02,1 0.1
696,Dacosta Gonzalez,3,BOU,44,(A): BHA,5.47,0.223,0.004,0.003,0.002,0.006,5.47,1,(H): NEW(H): BHA,1.21,0.052,0.001,0.001,0,0.001,1.22 0.52,1 0.02,(A): WOL(H): BHA,0.67,0.03,0,0,0,0.001,0.67 0.54,1 0.02,(H): MCI,0.58,0.025,0,0,0,0.001,0.58,1,(A): ARS(H): BHA,0.94,0.043000000000000003,0,0,0,0.001,0.97 0.65,1 0.1
697,Sadi,4,BOU,45,(A): BHA,0.64,0.042,0.001,0.001,0,0.001,0.64,1,(H): NEW(H): BHA,0.02,0.001,0,0,0,0,0.02 0.09,1 0.02,(A): WOL(H): BHA,0.01,0.001,0,0,0,0,0.01 0.04,1 0.02,(H): MCI,0,0,0,0,0,0,0,1,(A): ARS(H): BHA,0.07,0.005,0,0,0,0,0.08 0,1 0.1
698,Lemina,3,WOL,45,(H): LIV,53.14,1.812,0.036,0.032,0.118,0.064,53.14,1,(A): SOU,50.11,1.805,0.032,0.03,0.176,0.075,50.11,1,(H): BOU,50.4,2.027,0.048,0.044,0.254,0.097,50.4,1,(A): FUL(A): LIV,51.84,2.46,0.045000000000000005,0.041,0.185,0.092,52.08 51.23,1 0.4,(H): TOT(A): LIV,52.4,1.909,0.038,0.034,0.162,0.07100000000000001,52.52 50,1 0.05
699,Mudryk,3,CHE,70,(H): FUL,68.36,3.677,0.163,0.198,0.345,0.299,68.36,1,(A): WHU,57.39,2.735,0.105,0.117,0.232,0.198,57.39,1,(H): SOU,59.94,3.363,0.155,0.164,0.348,0.266,59.94,1,(H): LIV(A): TOT,57.06,2.66,0.10200000000000001,0.109,0.183,0.14800000000000002,55.52 57.14,0.05 1,(H): LEE,57.31,3.335,0.169,0.169,0.282,0.278,57.31,1
700,Rutter,4,LEE,55,(A): NFO(A): MUN,32.78,3.215,0.162,0.105,0,0.259,32.83 32.72,1 1,(H): MUN,33.93,1.691,0.094,0.054,0,0.142,33.93,1,(A): EVE,38,1.893,0.107,0.061,0,0.188,38,1,(H): SOU,49.33,2.587,0.169,0.106,0,0.298,49.33,1,(A): CHE,46.34,1.875,0.088,0.055,0,0.126,46.34,1
701,Weghorst,4,MUN,60,(H): CRY(H): LEE,41.27,5.211,0.455,0.201,0,0.606,43.19 39.35,1 1,(A): LEE,35.1,2.093,0.165,0.076,0,0.246,35.1,1,(H): LEI,27.78,1.888,0.163,0.074,0,0.213,27.78,1,,0,0,0,0,0,0,,,(A): LIV,25.16,1.293,0.082,0.036,0,0.118,25.16,1
702,Andrey Santos,3,CHE,45,(H): FUL,0.72,0.035,0.001,0.001,0.001,0.001,0.72,1,(A): WHU,0.09,0.004,0,0,0,0,0.09,1,(H): SOU,0.05,0.003,0,0,0,0,0.05,1,(H): LIV(A): TOT,0.26,0.013,0,0,0,0,0.03 0.27,0.05 1,(H): LEE,0.27,0.014,0,0,0,0.001,0.27,1
703,Danilo,3,NFO,45,(H): LEE,23.6,0.857,0.014,0.016,0.05,0.032,23.6,1,(A): FUL,29.41,0.98,0.013,0.016,0.056,0.035,29.41,1,(H): MCI,37.89,1.112,0.012,0.014,0.043,0.039,37.89,1,(A): WHU,38.83,1.202,0.015,0.018,0.085,0.044,38.83,1,(H): EVE,34.25,1.181,0.018,0.02,0.124,0.049,34.25,1
704,Sarabia,3,WOL,55,(H): LIV,57.04,2.64,0.119,0.11,0.122,0.166,57.04,1,(A): SOU,64.13,3.08,0.133,0.125,0.238,0.261,64.13,1,(H): BOU,60.44,3.605,0.187,0.174,0.318,0.353,60.44,1,(A): FUL(A): LIV,63.79,4.006,0.17700000000000002,0.164,0.23,0.277,64.21 62.73,1 0.4,(H): TOT(A): LIV,59.53,2.9619999999999997,0.137,0.126,0.182,0.20400000000000001,59.52 59.83,1 0.05
705,Ouattara,3,BOU,50,(A): BHA,58.19,2.126,0.087,0.055,0.07,0.104,58.19,1,(H): NEW(H): BHA,28.41,1.2009999999999998,0.043000000000000003,0.030000000000000002,0.042,0.061,28.51 23.31,1 0.02,(A): WOL(H): BHA,24.37,1.069,0.039,0.027,0.039,0.053,24.4 22.69,1 0.02,(H): MCI,24.92,0.974,0.032,0.021,0.017,0.037,24.92,1,(A): ARS(H): BHA,23.72,0.996,0.029,0.02,0.016,0.035,23.66 24.33,1 0.1
706,Pollock,4,BOU,45,(A): BHA,0.68,0.044,0.001,0.001,0,0.002,0.68,1,(H): NEW(H): BHA,0.03,0.002,0,0,0,0,0.03 0,1 0.02,(A): WOL(H): BHA,0,0,0,0,0,0,0 0.06,1 0.02,(H): MCI,0.02,0.001,0,0,0,0,0.02,1,(A): ARS(H): BHA,0.16,0.011,0,0,0,0,0.17 0.01,1 0.1
707,Sinisalo,1,AVL,40,(H): LEI,0,0,0,0,0,0,0,1,(A): MCI,0,0,0,0,0,0,0,1,(H): ARS,0,0,0,0,0,0,0,1,(A): EVE,0.03,0.001,0,0,0,0,0.03,1,(H): CRY,0.01,0,0,0,0,0,0.01,1
708,Madueke,3,CHE,55,(H): FUL,0.26,0.02,0,0.001,0,0.001,0.26,1,(A): WHU,0.27,0.019,0,0,0,0.001,0.27,1,(H): SOU,0.21,0.016,0,0.001,0,0.001,0.21,1,(H): LIV(A): TOT,0.17,0.012,0,0,0,0,0.11 0.17,0.05 1,(H): LEE,0.21,0.016,0,0.001,0,0.001,0.21,1
709,Kristiansen,2,LEI,45,(A): AVL,8.61,0.29,0.002,0.006,0.007,0.012,8.61,1,(H): TOT,6.37,0.215,0.002,0.005,0.004,0.008,6.37,1,(A): MUN,4.62,0.125,0.001,0.003,0.001,0.003,4.62,1,(H): ARS,3.77,0.111,0.001,0.002,0.001,0.003,3.77,1,(A): SOU,2.7,0.095,0.001,0.002,0.002,0.005,2.7,1
710,Kiwior,2,ARS,40,(A): EVE,6.64,0.325,0.005,0.003,0.018,0.031,6.64,1,(H): BRE(H): MCI,8.7,0.739,0.013000000000000001,0.008,0.04,0.057999999999999996,8.64 8.75,1 1,(A): AVL,9.04,0.407,0.007,0.004,0.024,0.039,9.04,1,(H): EVE(A): LEI,11.38,0.613,0.011,0.007,0.041,0.059000000000000004,10.47 11.52,0.15 1,(H): BOU,11.63,0.652,0.014,0.008,0.049,0.062,11.63,1
711,Durán,4,AVL,55,(H): LEI,18.03,1.079,0.058,0.038,0,0.1,18.03,1,(A): MCI,19.96,0.892,0.028,0.018,0,0.042,19.96,1,(H): ARS,25.81,1.192,0.048,0.03,0,0.074,25.81,1,(A): EVE,28.15,1.387,0.065,0.041,0,0.12,28.15,1,(H): CRY,28.52,1.536,0.085,0.054,0,0.145,28.52,1
